order_id,order_date,customer_id,customer_segment,region,product_name,category,subcategory,acquisition_channel,qty,unit_price,discount_pct,revenue,profit,payment_method,is_fraud_flag,order_status,delivery_date,delivery_days,delivery_cost,customer_rating,product_weight_kg
10276,2024-10-05,C87478,B2B_Medium,Moscow,Smart Watch Sport,Electronics,Wearables,direct,5,41137.04,0.197,165165.22,39938.51,card,0,delivered,2024-10-10,5,10.48,5,0.1
10277,2024-02-09,C71012,B2B_Small,Yekaterinburg,Yoga Mat Premium,Sports,Fitness,organic_search,1,3191.13,0.058,3006.04,1518.81,card,1,in_transit,2024-02-13,4,483.22,,1.0
10278,2024-10-16,C47405,B2C_Premium,Moscow,Running Shoes Elite,Sports,Footwear,paid_search,1,13910.89,0.164,11629.5,4871.24,card,0,returned,2024-10-19,3,68.18,,0.6
10279,2024-01-22,C21289,B2C_Standard,Saint Petersburg,Smartphone Pro X,Electronics,Mobile,referral,1,122787.22,0.034,118612.45,23083.31,sbp,0,delivered,2024-01-28,6,26.75,4,0.2
10280,2024-08-13,C50795,B2B_Small,Novosibirsk,Puffer Jacket Winter,Clothing,Outerwear,referral,2,6581.39,0.053,12465.15,5418.95,invoice,0,delivered,2024-08-18,5,272.4,5,0.9
10281,2024-06-24,C16689,B2B_Medium,Kazan,Laptop UltraSlim 15,Electronics,Computers,referral,6,73078.63,0.035,423125.27,50734.2,card,0,delivered,2024-06-29,5,513.4,2,1.6
10282,2024-01-16,C83500,B2C_Standard,Moscow,Laptop UltraSlim 15,Electronics,Computers,organic_search,1,115459.81,0.155,97563.54,13185.44,invoice,0,delivered,2024-01-21,5,144.7,3,1.6
10283,2024-05-22,C44452,B2C_Budget,Moscow,Cookbook Italian,Books,Non-fiction,organic_search,1,1370.7,0.018,1346.03,443.93,card,0,in_transit,2024-05-25,3,80.51,,0.8
10284,2024-12-14,C27878,B2C_Standard,Moscow,Laptop UltraSlim 15,Electronics,Computers,paid_search,1,122366.11,0.103,109762.4,16940.98,sbp,0,delivered,2024-12-16,2,200.93,4,1.6
10285,2024-02-21,C86523,B2B_Small,Moscow,Wireless Headphones,Electronics,Audio,organic_search,1,21419.41,0.046,20434.12,7496.94,card,0,returned,2024-02-24,3,33.99,,0.3
10286,2024-05-07,C89559,B2C_Standard,Yekaterinburg,Sci-Fi Novel Set,Books,Fiction,direct,1,1411.43,0.062,1323.92,460.59,card,0,delivered,2024-05-13,6,345.87,5,0.7
10287,2024-12-06,C22514,B2C_Budget,Moscow,Coffee Machine Delux,Home,Kitchen,social_media,1,31037.59,0.007,30820.33,7669.42,sbp,0,delivered,2024-12-08,2,348.39,4,3.2
10288,2024-06-05,C83508,B2B_Small,Kazan,Yoga Mat Premium,Sports,Fitness,organic_search,2,2932.47,0.137,5061.44,2848.64,invoice,0,returned,2024-06-11,6,291.72,,1.0
10289,2024-06-19,C98785,B2C_Premium,Moscow,Laptop UltraSlim 15,Electronics,Computers,direct,2,119673.07,0.022,234080.52,34749.29,card,0,delivered,2024-06-23,4,161.88,5,1.6
10290,2024-07-27,C43182,B2C_Premium,Krasnoyarsk,Protein Powder 2kg,Sports,Nutrition,organic_search,1,3421.74,0.034,3305.4,1665.45,sbp,0,returned,2024-08-02,6,565.35,,2.0
10291,2024-08-12,C80464,B2B_Small,Moscow,Wireless Headphones,Electronics,Audio,organic_search,1,21276.83,0.076,19659.79,5840.92,sbp,0,cancelled,,,28.11,,0.3
10292,2024-03-02,C51909,B2C_Standard,Moscow,Sci-Fi Novel Set,Books,Fiction,referral,1,2011.66,0.2,1609.33,651.32,invoice,0,delivered,2024-03-06,4,88.06,5,0.7
10293,2024-08-13,C52606,B2B_Small,Moscow,Wireless Headphones,Electronics,Audio,paid_search,1,21056.22,0.11,18740.04,5359.18,invoice,0,delivered,2024-08-16,3,30.32,5,0.3
10294,2024-12-25,C27070,B2C_Budget,Samara,Classic Jeans,Clothing,Bottoms,organic_search,1,3055.7,0.15,2597.34,1257.85,wallet,0,delivered,2024-12-30,5,437.36,3,0.5
10295,2024-08-02,C30249,B2C_Standard,Moscow,Laptop UltraSlim 15,Electronics,Computers,email,1,119298.27,0.062,111901.78,13341.04,invoice,0,in_transit,2024-08-04,2,215.56,,1.6
10296,2024-11-09,C93387,B2B_Small,Moscow,Sci-Fi Novel Set,Books,Fiction,email,2,2144.09,0.222,3336.2,1233.67,sbp,0,delivered,2024-11-14,5,64.36,3,0.7
10297,2024-09-08,C86344,B2B_Medium,Moscow,Classic Jeans,Clothing,Bottoms,email,6,5046.2,0.06,28460.57,15192.07,invoice,0,returned,2024-09-11,3,43.59,,0.5
10298,2024-12-21,C37422,B2B_Medium,Moscow,Laptop UltraSlim 15,Electronics,Computers,paid_search,3,122754.06,0.166,307130.66,47765.98,invoice,0,delivered,2024-12-24,3,156.94,4,1.6
10299,2024-03-12,C49375,B2B_Medium,Moscow,Protein Powder 2kg,Sports,Nutrition,organic_search,3,5440.01,0.203,13007.06,6674.5,sbp,0,delivered,2024-03-15,3,268.2,5,2.0
10300,2024-10-01,C99732,B2C_Budget,Novosibirsk,Laptop UltraSlim 15,Electronics,Computers,email,1,72115.11,0.123,63244.95,7694.93,card,0,delivered,2024-10-09,8,548.96,5,1.6
10301,2024-12-14,C39081,B2B_Small,Moscow,Smartphone Pro X,Electronics,Mobile,direct,2,145571.88,0.175,240193.6,38132.51,invoice,0,returned,2024-12-18,4,22.19,,0.2
10302,2024-01-06,C71220,B2C_Standard,Moscow,Coffee Machine Delux,Home,Kitchen,email,1,29785.79,0.017,29279.43,7929.97,credit,0,returned,2024-01-08,2,440.84,,3.2
10303,2024-05-25,C47941,B2B_Medium,Yekaterinburg,Smart Watch Sport,Electronics,Wearables,social_media,3,25341.24,0.089,69257.61,16500.55,sbp,0,delivered,2024-05-31,6,217.62,4,0.1
10304,2024-10-15,C41681,B2C_Standard,Krasnoyarsk,Yoga Mat Premium,Sports,Fitness,social_media,1,2875.28,0.046,2743.02,1319.95,sbp,0,returned,2024-10-21,6,335.54,,1.0
10305,2024-10-31,C75886,B2C_Budget,Saint Petersburg,Yoga Mat Premium,Sports,Fitness,referral,1,4227.33,0.039,4062.46,2272.69,invoice,0,in_transit,2024-11-04,4,102.61,,1.0
10306,2024-08-17,C72780,B2B_Small,Yekaterinburg,Protein Powder 2kg,Sports,Nutrition,organic_search,2,3749.65,0.129,6531.89,2844.37,card,0,delivered,2024-08-23,6,473.64,5,2.0
10307,2024-12-05,C34688,B2B_Small,Moscow,Coffee Machine Delux,Home,Kitchen,social_media,2,3180329.0,0.2,50885.26,16241.65,card,0,cancelled,,,441.79,,3.2
10308,2024-09-19,C32227,B2C_Premium,Saint Petersburg,Smartphone Pro X,Electronics,Mobile,email,1,130534.25,0.038,125573.95,23226.15,invoice,0,cancelled,,,18.85,,0.2
10309,2024-10-27,C86386,B2B_Medium,Saint Petersburg,Classic Jeans,Clothing,Bottoms,organic_search,3,4454.55,0.13,11626.38,6764.25,card,0,returned,2024-11-02,6,42.7,,0.5
10310,2024-09-02,C11068,B2B_Small,Moscow,Sci-Fi Novel Set,Books,Fiction,email,1,2120.5,0.121,1863.92,703.32,wallet,0,returned,2024-09-07,5,64.15,,0.7
10311,2024-10-26,C10282,B2C_Budget,Novosibirsk,Coffee Machine Delux,Home,Kitchen,organic_search,1,18619.48,0.103,16701.67,4764.37,invoice,0,delivered,2024-11-01,6,549.71,4,3.2
10312,2024-09-11,C51094,B2B_Medium,Moscow,Smart Watch Sport,Electronics,Wearables,referral,3,38965.44,0.042,111986.67,21151.32,credit,0,delivered,2024-09-14,3,9.9,4,0.1
10313,2024-05-31,C29762,B2B_Medium,Novosibirsk,Yoga Mat Premium,Sports,Fitness,organic_search,6,3137.67,0.161,15795.03,8612.9,sbp,0,in_transit,2024-06-06,6,434.57,,1.0
10314,2024-11-06,C33072,B2C_Budget,Samara,Smart Watch Sport,Electronics,Wearables,organic_search,1,24117.84,0.078,22236.65,,card,0,delivered,2024-11-10,4,308.12,4,0.1
10315,2024-08-28,C34753,B2B_Medium,Samara,Yoga Mat Premium,Sports,Fitness,organic_search,5,2739.31,0.092,12436.47,7461.36,card,0,delivered,2024-09-01,4,512.62,5,1.0
10316,2024-05-04,C52965,B2C_Budget,Moscow,Running Shoes Elite,Sports,Footwear,paid_search,1,13651.86,0.053,12928.31,4715.23,wallet,0,delivered,2024-05-08,4,55.11,5,0.6
10317,2024-04-28,C93960,B2C_Budget,Moscow,Smart Watch Sport,Electronics,Wearables,organic_search,1,38043.09,0.044,36369.19,7864.7,credit,0,returned,2024-04-30,2,9.4,,0.1
10318,2024-05-31,C42531,B2B_Small,Krasnoyarsk,Running Shoes Elite,Sports,Footwear,referral,1,7686.3,0.109,6848.49,3272.35,invoice,0,delivered,2024-06-09,9,325.65,5,0.6
10319,2024-06-01,C13641,B2C_Premium,Moscow,Sci-Fi Novel Set,Books,Fiction,referral,1,1995.1,0.018,1959.19,692.25,sbp,0,delivered,2024-06-05,4,71.33,5,0.7
10320,2024-02-29,C31913,B2C_Standard,Yekaterinburg,Coffee Machine Delux,Home,Kitchen,social_media,1,20239.6,0.112,17972.76,4441.56,card,0,returned,2024-03-04,4,713.57,,3.2
10321,2024-02-03,C83011,B2C_Budget,Moscow,Running Shoes Elite,Sports,Footwear,email,1,14102.38,0.064,13199.83,5600.97,card,0,delivered,2024-02-06,3,82.06,4,0.6
10322,2024-10-17,C22541,B2C_Standard,Kazan,Laptop UltraSlim 15,Electronics,Computers,paid_search,1,73989.41,0.053,70067.97,8605.87,sbp,0,returned,2024-10-23,6,442.98,,1.6
10323,2024-10-07,C13871,B2C_Premium,Moscow,Wireless Headphones,Electronics,Audio,social_media,2,19963.75,0.186,32500.99,11771.09,card,0,in_transit,2024-10-12,5,35.14,,0.3
10324,2024-02-07,C91521,B2B_Medium,Samara,Puffer Jacket Winter,Clothing,Outerwear,paid_search,7,5956.49,0.159,35065.86,17798.17,sbp,0,cancelled,,,332.67,,0.9
10325,2024-02-09,C43223,B2C_Premium,Moscow,Coffee Machine Delux,Home,Kitchen,direct,1,31789.16,0.142,27275.1,8707.53,credit,0,returned,2024-02-14,5,330.96,,3.2
10326,2024-03-16,C59792,B2C_Standard,Moscow,Smartphone Pro X,Electronics,Mobile,referral,1,146407.91,0.117,129278.18,25631.23,card,0,in_transit,2024-03-21,5,22.57,,0.2
10327,2024-12-07,C49154,B2B_Small,Samara,Wireless Headphones,Electronics,Audio,social_media,1,12900.72,0.06,12126.68,4318.99,credit,0,in_transit,2024-12-12,5,277.57,,0.3
10328,2024-06-08,C79137,B2C_Standard,Saint Petersburg,Running Shoes Elite,Sports,Footwear,email,1,12423.95,0.09,11305.79,4373.22,invoice,0,cancelled,,,69.82,,0.6
10329,2024-08-07,C62549,B2C_Standard,Rostov-on-Don,Classic Jeans,Clothing,Bottoms,referral,1,2872.15,0.131,2495.9,1391.5,invoice,0,delivered,2024-08-13,6,201.64,5,0.5
10330,2024-08-04,C52921,B2C_Standard,Novosibirsk,Puffer Jacket Winter,Clothing,Outerwear,social_media,1,6694.81,0.072,6212.78,2902.09,invoice,0,delivered,2024-08-12,8,247.02,3,0.9
10331,2024-09-05,C78067,B2B_Small,Novosibirsk,Running Shoes Elite,Sports,Footwear,organic_search,1,8843.25,0.063,8286.13,3506.22,sbp,0,delivered,2024-09-11,6,281.67,5,0.6
10332,2024-03-09,C91841,B2C_Premium,Moscow,Running Shoes Elite,Sports,Footwear,direct,1,14170.97,0.232,10883.3,5064.73,wallet,0,delivered,2024-03-12,3,72.07,5,0.6
10333,2024-01-22,C87230,B2C_Budget,Novosibirsk,Puffer Jacket Winter,Clothing,Outerwear,paid_search,1,6191.65,0.079,5702.51,2889.08,card,0,delivered,2024-01-28,6,452.55,5,0.9
10334,2024-01-26,C84467,B2C_Premium,Yekaterinburg,Puffer Jacket Winter,Clothing,Outerwear,organic_search,1,6593.65,0.025,6428.81,2927.9,invoice,0,delivered,2024-01-31,5,284.62,4,0.9
10335,2024-04-28,C51608,B2C_Standard,Saint Petersburg,Puffer Jacket Winter,Clothing,Outerwear,direct,1,8944.53,0.182,7316.63,3333.95,card,0,in_transit,2024-05-04,6,104.47,,0.9
10336,2024-02-23,C42536,B2C_Premium,Saint Petersburg,Puffer Jacket Winter,Clothing,Outerwear,paid_search,1,8778.98,0.016,8638.52,4429.9,wallet,0,delivered,2024-02-27,4,103.74,4,0.9
10337,2024-12-29,C72267,B2C_Standard,Moscow,Smart Watch Sport,Electronics,Wearables,organic_search,1,38633.52,0.248,29052.41,6232.78,invoice,0,delivered,2025-01-01,3,12.05,4,0.1
10338,2024-08-06,C11714,B2C_Standard,Moscow,Sci-Fi Novel Set,Books,Fiction,paid_search,1,2046.37,0.123,1794.67,744.02,card,0,delivered,2024-08-08,2,85.55,5,0.7
10339,2024-02-28,C98477,B2B_Small,Moscow,Sci-Fi Novel Set,Books,Fiction,email,1,2014.26,0.077,1859.16,778.37,invoice,0,delivered,2024-03-02,3,84.36,4,0.7
10340,2024-01-08,C64313,B2C_Premium,Saint Petersburg,Running Shoes Elite,Sports,Footwear,email,1,11792.43,0.058,11108.47,5043.15,credit,0,cancelled,,,83.32,,0.6
10341,2024-12-12,C53413,B2C_Premium,Moscow,Classic Jeans,Clothing,Bottoms,paid_search,1,5121.26,0.121,4501.59,1993.5,wallet,0,in_transit,2024-12-17,5,42.94,,0.5
10342,2024-05-08,C48643,B2B_Medium,Moscow,Laptop UltraSlim 15,Electronics,Computers,direct,7,115611.38,0.045,772862.08,123085.87,wallet,0,returned,2024-05-12,4,211.37,,1.6
10343,2024-01-26,C71200,B2B_Small,Moscow,Smartphone Pro X,Electronics,Mobile,organic_search,3,145134.29,0.069,405360.07,63949.53,invoice,0,delivered,2024-01-30,4,20.91,4,0.2
10344,2024-01-21,C13213,B2C_Premium,Saint Petersburg,Smartphone Pro X,Electronics,Mobile,direct,736,126077.93,0.072,117000.32,18088.86,wallet,0,in_transit,2024-01-24,3,20.0,,0.2
10345,2024-03-15,C29573,B2B_Small,Moscow,Laptop UltraSlim 15,Electronics,Computers,paid_search,3,121464.84,0.128,317752.02,48645.08,credit,0,delivered,2024-03-18,3,153.11,5,1.6
10346,2024-05-07,C60592,B2B_Small,Novosibirsk,Classic Jeans,Clothing,Bottoms,organic_search,2,3196.6,0.044,6111.9,3394.37,sbp,0,delivered,2024-05-14,7,340.86,5,0.5
10347,2024-12-19,C35805,B2C_Budget,Moscow,Running Shoes Elite,Sports,Footwear,direct,1,1384981.0,0.066,12935.72,4947.02,credit,0,delivered,2024-12-24,5,62.81,4,0.6
10348,2024-01-05,C17316,B2C_Standard,Moscow,Protein Powder 2kg,Sports,Nutrition,email,1,5550.26,0.038,5339.35,2051.75,card,0,delivered,2024-01-10,5,221.5,4,2.0
10349,2024-12-14,C48807,B2C_Premium,Saint Petersburg,Smart Watch Sport,Electronics,Wearables,referral,1,34463.07,0.343,22642.24,5093.82,sbp,0,delivered,2024-12-18,4,8.63,5,0.1
10350,2024-12-17,C81959,B2B_Small,Moscow,Coffee Machine Delux,Home,Kitchen,referral,2,31642.99,0.064,59235.68,15725.16,invoice,0,cancelled,,,421.04,,3.2
10351,2024-04-08,C31187,B2B_Medium,Moscow,Cookbook Italian,Books,Non-fiction,organic_search,2,1386.7,0.045,2648.6,1148.85,wallet,0,cancelled,,,100.16,,0.8
10352,2024-10-08,C56260,B2C_Premium,Moscow,Wireless Headphones,Electronics,Audio,paid_search,2,20780.43,0.064,38900.96,14174.79,sbp,0,cancelled,,,30.02,,0.3
10353,2024-09-19,C69082,B2B_Medium,Moscow,Wireless Headphones,Electronics,Audio,organic_search,5,20062.95,0.108,89480.76,31858.76,credit,0,cancelled,,,24.36,,0.3
10354,2024-04-30,C84836,B2B_Medium,Saint Petersburg,Protein Powder 2kg,Sports,Nutrition,paid_search,7,4977.1,0.118,30728.62,15753.33,card,0,returned,2024-05-05,5,213.73,,2.0
10355,2024-08-30,C90045,B2B_Medium,Novosibirsk,Protein Powder 2kg,Sports,Nutrition,organic_search,6,3421.2,0.05,19500.84,7715.13,card,0,delivered,2024-09-04,5,541.14,4,2.0
10356,2024-02-25,C24384,B2C_Budget,Moscow,Smart Watch Sport,Electronics,Wearables,referral,1,41270.05,0.066,38546.23,9091.07,sbp,0,delivered,2024-02-28,3,11.8,5,0.1
10357,2024-07-11,C69771,B2C_Budget,Samara,Classic Jeans,Clothing,Bottoms,referral,1,3213.18,0.062,3013.96,1334.6,wallet,0,in_transit,2024-07-18,7,290.8,,0.5
10358,2024-05-03,C85291,B2B_Small,Saint Petersburg,Wireless Headphones,Electronics,Audio,email,2,17703.79,0.092,32150.08,11349.57,card,0,delivered,2024-05-07,4,34.61,4,0.3
10359,2024-07-11,C44382,B2B_Small,Krasnoyarsk,Smartphone Pro X,Electronics,Mobile,organic_search,3,88396.41,0.158,223289.33,45432.59,invoice,0,delivered,2024-07-17,6,273.48,4,0.2
10360,2024-01-07,C85143,B2C_Standard,Moscow,Laptop UltraSlim 15,Electronics,Computers,organic_search,1,122321.26,0.079,112657.88,14427.07,invoice,0,in_transit,2024-01-09,2,130.65,,1.6
10361,2024-02-12,C39057,B2C_Premium,Moscow,Smart Watch Sport,Electronics,Wearables,organic_search,2,41787.32,0.047,79646.63,15845.08,sbp,0,delivered,2024-02-16,4,12.7,4,0.1
10362,2024-05-08,C26482,B2C_Budget,Yekaterinburg,Sci-Fi Novel Set,Books,Fiction,email,1,1408.47,0.046,1343.68,527.54,wallet,0,delivered,2024-05-14,6,396.54,4,0.7
10363,2024-08-25,C96381,B2B_Medium,Saint Petersburg,Puffer Jacket Winter,Clothing,Outerwear,email,6,9363.62,0.022,54945.72,25020.05,wallet,0,delivered,2024-08-31,6,85.19,5,0.9
10364,2024-08-06,C16689,B2B_Medium,Kazan,Coffee Machine Delux,Home,Kitchen,social_media,1,19430.46,0.048,18497.8,4708.33,wallet,0,in_transit,2024-08-13,7,610.57,,3.2
10365,2024-01-22,C89038,B2B_Medium,Yekaterinburg,Coffee Machine Delux,Home,Kitchen,social_media,3,20281.47,0.033,58836.54,18839.09,sbp,0,cancelled,,,695.65,,3.2
10366,2024-11-18,C98545,B2C_Standard,Saint Petersburg,Protein Powder 2kg,Sports,Nutrition,social_media,1,5062.81,0.036,4880.55,1959.29,wallet,0,delivered,2024-11-23,5,271.6,5,2.0
10367,2024-02-19,C24375,B2B_Medium,Saint Petersburg,Smartphone Pro X,Electronics,Mobile,direct,6,128836.64,0.058,728184.69,128236.7,card,0,delivered,2024-02-23,4,26.05,5,0.2
10368,2024-04-06,C98153,B2C_Standard,Novosibirsk,Running Shoes Elite,Sports,Footwear,direct,1,8772.36,0.128,7649.5,3221.63,wallet,0,returned,2024-04-12,6,469.53,,0.6
10369,2024-02-09,C50214,B2B_Medium,Moscow,Protein Powder 2kg,Sports,Nutrition,organic_search,7,5596.92,0.108,34947.17,16922.66,wallet,0,returned,2024-02-13,4,182.15,,2.0
10370,2024-04-17,C34142,B2B_Small,Moscow,Smartphone Pro X,Electronics,Mobile,social_media,2,150397.11,0.043,287860.07,53877.2,card,0,delivered,2024-04-21,4,23.11,5,0.2
10371,2024-01-14,C70407,B2C_Premium,Saint Petersburg,Laptop UltraSlim 15,Electronics,Computers,social_media,1,106527.14,0.031,103224.8,14450.52,wallet,0,in_transit,2024-01-19,5,178.24,,1.6
10372,2024-07-23,C24621,B2B_Small,Moscow,Yoga Mat Premium,Sports,Fitness,social_media,2,4943.56,0.074,9155.47,5707.51,wallet,0,returned,2024-07-27,4,111.63,,1.0
10373,2024-01-21,C23097,B2B_Small,Saint Petersburg,Classic Jeans,Clothing,Bottoms,direct,2,4385.42,0.03,8507.71,4562.69,sbp,0,delivered,2024-01-24,3,54.36,4,0.5
10374,2024-03-18,C40498,B2C_Standard,Moscow,Laptop UltraSlim 15,Electronics,Computers,email,1,125828.45,0.161,105570.07,12882.64,invoice,0,delivered,2024-03-22,4,154.83,4,1.6
10375,2024-03-25,C87871,B2B_Small,Moscow,Smart Watch Sport,Electronics,Wearables,social_media,1,39153.78,0.172,32419.33,7431.88,credit,0,delivered,2024-03-27,2,13.64,1,0.1
10376,2024-12-03,C98157,B2B_Small,Samara,Cookbook Italian,Books,Non-fiction,social_media,1,883.69,0.089,805.04,311.57,invoice,0,in_transit,2024-12-07,4,429.29,,0.8
10377,2024-05-24,C87606,B2B_Medium,Moscow,Puffer Jacket Winter,Clothing,Outerwear,organic_search,5,10783.84,0.05,51223.24,26450.04,credit,0,delivered,2024-05-28,4,112.2,4,0.9
10378,2024-10-25,C14490,B2C_Standard,Moscow,Smartphone Pro X,Electronics,Mobile,direct,1,146641.51,0.061,137696.38,21952.54,sbp,0,returned,2024-10-28,3,20.3,,0.2
10379,2024-09-02,C79812,B2B_Medium,Krasnoyarsk,Cookbook Italian,Books,Non-fiction,organic_search,5,875.16,0.115,3872.58,1506.41,wallet,0,in_transit,2024-09-09,7,420.5,,0.8
10380,2024-11-12,C46514,B2C_Budget,Moscow,Coffee Machine Delux,Home,Kitchen,referral,1,31352.4,0.16,26336.02,6759.49,invoice,0,cancelled,,,429.56,,3.2
10381,2024-06-19,C46248,B2B_Small,Moscow,Puffer Jacket Winter,Clothing,Outerwear,direct,2,10670.81,0.091,19399.53,10125.59,wallet,0,delivered,2024-06-24,5,92.71,3,0.9
10382,2024-04-30,C73479,B2C_Budget,Saint Petersburg,Laptop UltraSlim 15,Electronics,Computers,direct,1,109860.73,0.083,100742.29,13699.6,wallet,0,delivered,2024-05-04,4,181.42,5,1.6
10383,2024-11-17,C79417,B2C_Budget,Yekaterinburg,Smartphone Pro X,Electronics,Mobile,organic_search,1,95863.68,0.119,84455.9,13649.94,sbp,0,returned,2024-11-23,6,376.49,,0.2
10384,2024-04-16,C23872,B2C_Budget,Moscow,Protein Powder 2kg,Sports,Nutrition,organic_search,1,5493.64,0.057,5180.5,2054.25,sbp,0,returned,2024-04-18,2,202.97,,2.0
10385,2024-12-05,C34041,B2C_Premium,Moscow,Puffer Jacket Winter,Clothing,Outerwear,social_media,1,10042.27,0.18,8234.66,,card,0,delivered,2024-12-10,5,80.91,5,0.9
10386,2024-04-03,C52965,B2C_Budget,Moscow,Puffer Jacket Winter,Clothing,Outerwear,organic_search,1,10750.5,0.118,9481.94,5099.11,credit,0,in_transit,2024-04-05,2,123.9,,0.9
10387,2024-11-12,C47163,B2C_Premium,Samara,Running Shoes Elite,Sports,Footwear,paid_search,1,8364.19,0.046,7979.44,3834.12,credit,0,returned,2024-11-17,5,348.94,,0.6
10388,2024-05-11,C64483,B2C_Premium,Moscow,Running Shoes Elite,Sports,Footwear,direct,1,14038.2,0.029,13631.09,5267.78,credit,0,delivered,2024-05-14,3,73.54,5,0.6
10389,2024-04-15,C90889,B2C_Standard,Rostov-on-Don,Protein Powder 2kg,Sports,Nutrition,paid_search,1,3242.43,0.17,2691.22,1258.5,invoice,0,cancelled,,,604.83,,2.0
10390,2024-10-28,C65894,B2C_Standard,Samara,Puffer Jacket Winter,Clothing,Outerwear,organic_search,1,6131.37,0.093,5561.15,2408.76,wallet,0,delivered,2024-11-02,5,456.5,5,0.9
10391,2024-12-17,C23097,B2B_Small,Rostov-on-Don,Puffer Jacket Winter,Clothing,Outerwear,organic_search,2,5847.03,0.197,9390.33,5145.21,wallet,0,delivered,2024-12-23,6,304.77,5,0.9
10392,2024-01-08,C11983,B2B_Small,Novosibirsk,Sci-Fi Novel Set,Books,Fiction,organic_search,1,1268.5,0.092,1151.8,504.5,invoice,0,delivered,2024-01-15,7,456.55,4,0.7
10393,2024-03-20,C90414,B2C_Budget,Moscow,Yoga Mat Premium,Sports,Fitness,social_media,1,4607.85,0.038,4432.75,2356.86,invoice,0,delivered,2024-03-25,5,86.95,5,1.0
10394,2024-12-12,C72501,B2C_Premium,Moscow,Classic Jeans,Clothing,Bottoms,paid_search,1,5226.07,0.093,4740.05,2348.58,sbp,0,in_transit,2024-12-14,2,57.4,,0.5
10395,2024-06-03,C98785,B2C_Premium,Moscow,Smart Watch Sport,Electronics,Wearables,paid_search,1,38214.28,0.155,32291.07,6300.04,invoice,0,delivered,2024-06-08,5,8.83,5,0.1
10396,2024-01-13,C62081,B2B_Medium,Moscow,Coffee Machine Delux,Home,Kitchen,direct,5,28876.05,0.082,132541.07,37314.71,invoice,0,delivered,2024-01-18,5,280.87,5,3.2
10397,2024-05-25,C74801,B2B_Small,Saint Petersburg,Wireless Headphones,Electronics,Audio,direct,2,17354.44,0.067,32383.39,9441.83,sbp,0,in_transit,2024-05-30,5,26.5,,0.3
10398,2024-12-25,C33045,B2C_Budget,Moscow,Smartphone Pro X,Electronics,Mobile,direct,1,149848.32,0.057,141306.97,21692.44,credit,0,in_transit,2024-12-28,3,16.71,,0.2
10399,2024-07-02,C84087,B2C_Premium,Saint Petersburg,Running Shoes Elite,Sports,Footwear,email,1,12184.48,0.068,11355.94,5053.65,credit,0,cancelled,,,70.8,,0.6
10400,2024-07-18,C52606,B2B_Small,Novosibirsk,Sci-Fi Novel Set,Books,Fiction,email,1,1349.58,0.04,1295.6,524.52,invoice,0,delivered,2024-07-24,6,294.72,5,0.7
10401,2024-08-18,C51896,B2C_Standard,Moscow,Coffee Machine Delux,Home,Kitchen,organic_search,1,30997.59,0.07,28827.76,7801.18,card,0,delivered,2024-08-21,3,267.44,3,3.2
10402,2024-10-01,C98302,B2B_Medium,Moscow,Sci-Fi Novel Set,Books,Fiction,organic_search,2,2064.54,0.071,3835.92,1542.91,invoice,0,returned,2024-10-05,4,67.04,,0.7
10403,2024-04-27,C62225,B2C_Standard,Saint Petersburg,Sci-Fi Novel Set,Books,Fiction,direct,1,1791.45,0.076,1655.3,620.24,credit,0,delivered,2024-05-01,4,95.29,5,0.7
10404,2024-12-25,C96199,B2C_Budget,Samara,Laptop UltraSlim 15,Electronics,Computers,organic_search,1,70739.41,0.09,64372.86,8475.65,card,0,in_transit,2025-01-01,7,345.91,,1.6
10405,2024-04-17,C80439,B2C_Premium,Moscow,Classic Jeans,Clothing,Bottoms,paid_search,2,5181.68,0.1,9327.02,,sbp,0,in_transit,2024-04-21,4,68.42,,0.5
10406,2024-12-06,C61997,B2C_Standard,Novosibirsk,Cookbook Italian,Books,Non-fiction,direct,1,896.43,0.083,822.03,342.14,invoice,0,cancelled,,,260.45,,0.8
10407,2024-08-13,C87161,B2B_Small,Moscow,Puffer Jacket Winter,Clothing,Outerwear,paid_search,2,10241.86,0.165,17103.91,7031.77,credit,0,returned,2024-08-15,2,87.54,,0.9
10408,2024-01-04,C61623,B2C_Premium,Moscow,Classic Jeans,Clothing,Bottoms,direct,1,5166.04,0.141,4437.63,2290.51,invoice,0,in_transit,2024-01-09,5,56.65,,0.5
10409,2024-07-08,C55538,B2C_Standard,Moscow,Classic Jeans,Clothing,Bottoms,direct,1,5397.85,0.009,5349.27,3066.56,invoice,0,returned,2024-07-12,4,51.47,,0.5
10410,2024-11-15,C98025,B2C_Premium,Moscow,Sci-Fi Novel Set,Books,Fiction,direct,1,2114.69,0.115,1871.5,685.6,invoice,0,returned,2024-11-19,4,79.95,,0.7
10411,2024-03-11,C75494,B2C_Premium,Kazan,Coffee Machine Delux,Home,Kitchen,direct,1,19927.85,0.186,16221.27,5006.45,credit,0,delivered,2024-03-17,6,494.07,5,3.2
10412,2024-09-27,C91620,B2C_Standard,Kazan,Protein Powder 2kg,Sports,Nutrition,direct,1,3494.79,0.119,3078.91,1473.04,invoice,0,delivered,2024-10-03,6,463.45,2,2.0
10413,2024-09-03,C10438,B2B_Medium,Saint Petersburg,Coffee Machine Delux,Home,Kitchen,direct,3,27855.86,0.129,72787.36,21641.23,wallet,0,in_transit,2024-09-07,4,393.69,,3.2
